"";"BirdId";"MS";"TA";"BH";"LogitH";"H";"LogitB";"B";"HT";"WL";"YP";"SY";"CL";"LogitSurvWS";"U";"TH";"SurvWS";"HS";"LS";"CS";"Cort";"Cho";"DS";"AgeN";"SexN";"Sex";"Age";"MonthNum";"Density";"Latitude";"Longitude";"ObsCatchNr";"Area";"Catching_loc";"CapDate";"SampleYear"
"1163";"9000";549;100;4,699999809;-0,217037993608117;0,4459524964;-5,02266145498839;0,00654386815;0,194444444;259;2;"2016_2017";"Vlieland";1,02065131851582;0,298;115,9000015;0,735099449;NA;NA;NA;NA;6,4;77;3;2;"M";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1164";"9001";596;95;4,199999809;-0,413404521924962;0,3980960623;-5,13688716900898;0,005841627;0,191666667;270;2;"2016_2017";"Vlieland";1,02065131851582;0,402;121,6999969;0,735099449;NA;NA;NA;NA;7,1;77;3;2;"M";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1165";"9002";607;101;3,400000095;-0,0964544757712016;0,4759050587;-5,07156152989856;0,00623351714;0,188888889;272;2;"2016_2017";"Vlieland";1,02065131851582;0,903;126,0999985;0,735099449;NA;NA;NA;NA;9;77;3;1;"F";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1166";"9003";573;98;4,800000191;-0,0749655096515004;0,4812673946;-5,11091147786124;0,00599443374;0,186805556;266;2;"2016_2017";"Vlieland";1,02065131851582;1,12;110,1999969;0,735099449;NA;NA;NA;NA;7,6;77;3;2;"M";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1167";"9004";591;98;3,099999905;-0,354464640956495;0,4123001776;-5,14883525851207;0,00577264654;0,184027778;282;2;"2016_2017";"Vlieland";1,02432486911805;0,916;129,6000061;0,735814175;NA;NA;NA;NA;6,5;77;2;1;"F";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1168";"9005";578;98;4,900000095;-0,252046358886762;0,4373198847;-5,03188929982185;0,00648414986;0,200694444;270;2;"2016_2017";"Vlieland";1,02065131851582;0,367;117,4000015;0,735099449;NA;NA;NA;NA;7,6;77;3;2;"M";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1169";"9006";581;103;4,199999809;-0,188799815264258;0,4529397532;-4,79213779547181;0,00822646988;0,236111111;273;2;"2016_2017";"Vlieland";1,02065131851582;NA;126,1999969;0,735099449;NA;NA;NA;NA;NA;77;3;1;"F";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1170";"9007";594;99;5,199999809;-0,217492312746813;0,4458402465;-4,87400386313502;0,00758473572;0,252083333;266;2;"2016_2017";"Vlieland";1,02065131851582;NA;123,3000031;0,735099449;NA;NA;NA;NA;NA;77;3;1;"F";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1171";"9008";592;98;4,400000095;-0,220405843048569;0,4451205242;-4,91880293105833;0,00725485607;0,25;257;2;"2016_2017";"Vlieland";1,02065131851582;NA;125,8000031;0,735099449;NA;NA;NA;NA;NA;77;3;1;"F";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1172";"9009";580;95;3,599999905;-0,142830658480045;0,4643529166;-5,06533389520444;0,00627221409;0,247916667;272;2;"2016_2017";"Vlieland";1,02065131851582;NA;123;0,735099449;NA;NA;NA;NA;NA;77;3;1;"F";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1173";"9010";613;100;3,599999905;NA;NA;NA;NA;0,246527778;270;2;"2016_2017";"Vlieland";1,02065131851582;NA;130;0,735099449;NA;NA;NA;NA;NA;77;3;1;"F";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1174";"9011";621;102;4,099999905;-0,161689474442578;0,4596654669;-5,0867445463048;0,00614016515;0,24375;273;2;"2016_2017";"Vlieland";1,02065131851582;NA;130,3000031;0,735099449;NA;NA;NA;NA;NA;77;3;1;"F";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1175";"9012";506;93;4,800000191;-0,297149598670599;0,4262544349;-4,63319485327101;0,00963000507;0,21875;258;2;"2016_2017";"Vlieland";1,02065131851582;0,454;113;0,735099449;NA;NA;NA;NA;5,1;77;3;2;"M";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1176";"9013";522;98;5;NA;NA;NA;NA;0,238194444;252;2;"2016_2017";"Vlieland";1,02432486911805;NA;114;0,735814175;NA;NA;NA;NA;NA;77;2;2;"M";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1177";"9014";598;92;4,199999809;NA;NA;NA;NA;0,220833333;270;2;"2016_2017";"Vlieland";1,02432486911805;0,529;120,6999969;0,735814175;NA;NA;NA;NA;9,9;77;2;1;"F";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1178";"9015";605;94;5,099999905;NA;NA;NA;NA;0,234027778;256;2;"2016_2017";"Vlieland";1,02432486911805;NA;121,8000031;0,735814175;NA;NA;NA;NA;NA;77;2;1;"F";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1179";"9016";522;95;4,300000191;-0,0354114251385766;0,4911480687;-4,60273479077886;0,0099248927;0,23125;251;2;"2016_2017";"Vlieland";1,02432486911805;NA;117,1999969;0,735814175;NA;NA;NA;NA;NA;77;2;2;"M";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1180";"9017";607;99;4,099999905;-0,362414225546347;0,4103752759;-5,08007251170474;0,00618101545;0,229166667;263;2;"2016_2017";"Vlieland";1,02065131851582;0,968;131,8999939;0,735099449;NA;NA;NA;NA;7,7;77;3;1;"F";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1181";"9018";581;99;4;-0,382320047964164;0,4055674518;-4,77696646037438;0,00835117773;0,226388889;269;2;"2016_2017";"Vlieland";1,02065131851582;0,395;116,3000031;0,735099449;NA;NA;NA;NA;5,6;77;3;2;"M";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1182";"9019";597;103;2,5;-0,282790036840623;0,4297698945;-4,86271516360269;0,00767018217;0,225;272;2;"2016_2017";"Vlieland";1,02432486911805;0,529;131,6000061;0,735814175;NA;NA;NA;NA;4,9;77;2;2;"M";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1183";"9020";572;96;3,700000048;-0,164469720782616;0,4589750063;-4,72002831297542;0,00883615249;0,241666667;273;2;"2016_2017";"Vlieland";1,02432486911805;NA;127,4000015;0,735814175;NA;NA;NA;NA;NA;77;2;1;"F";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1184";"9021";610;93;4,599999905;NA;NA;NA;NA;0,120138889;263;2;"2016_2017";"Vlieland";1,02065131851582;0,434;111,4000015;0,735099449;NA;NA;NA;NA;6,2;77;3;2;"M";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1185";"9022";505;92;3,799999952;-0,176906037074508;0,4558884727;-4,94416025868103;0,00707449022;0,181944444;257;2;"2016_2017";"Vlieland";1,02432486911805;0,564;118,0999985;0,735814175;NA;NA;NA;NA;5,2;77;2;1;"F";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1186";"9023";640;98;4,400000095;-0,217292676119757;0,4458895706;-5,01014134514007;0,00662576687;0,135416667;273;2;"2016_2017";"Vlieland";1,02065131851582;0,872;116,3000031;0,735099449;NA;NA;NA;NA;5,9;77;3;2;"M";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1187";"9024";587;94;4;-0,153519300429437;0,4616953762;-4,98406313888928;0,00679963735;0,134027778;265;2;"2016_2017";"Vlieland";1,02432486911805;0,717;112,4000015;0,735814175;NA;NA;NA;NA;5,6;77;2;2;"M";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1188";"9025";600;94;4,199999809;NA;NA;NA;NA;0,13125;258;2;"2016_2017";"Vlieland";1,02432486911805;NA;121,5;0,735814175;NA;NA;NA;NA;NA;77;2;1;"F";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1189";"9026";483;93;4;NA;NA;NA;NA;0,129861111;252;2;"2016_2017";"Vlieland";1,02432486911805;1,68;114,4000015;0,735814175;NA;NA;NA;NA;4,9;77;2;1;"F";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1190";"9027";589;92;3,400000095;-0,335389399378438;0,41692988;-4,8334206749188;0,00789639924;0,127777778;265;2;"2016_2017";"Vlieland";1,02432486911805;0,777;117,4000015;0,735814175;NA;NA;NA;NA;7,8;77;2;1;"F";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1191";"9028";575;99;5,400000095;NA;NA;NA;NA;0,139583333;270;2;"2016_2017";"Vlieland";1,02065131851582;0,702;121,4000015;0,735099449;NA;NA;NA;NA;6,9;77;3;2;"M";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1192";"9029";642;97;3,900000095;-0,205650393793289;0,448767834;-5,17571504420816;0,0056204064;0,122916667;264;2;"2016_2017";"Vlieland";1,02065131851582;1,097;123,1999969;0,735099449;NA;NA;NA;NA;6,5;77;3;1;"F";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1193";"9030";666;99;4,599999905;0,105858896046674;0,5264400378;-5,25512514061287;0,00519357885;0,142361111;271;2;"2016_2017";"Vlieland";1,02432486911805;1,204;121,1999969;0,735814175;NA;NA;NA;NA;7;77;2;1;"F";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1194";"9031";578;100;5;NA;NA;NA;NA;0,115972222;263;2;"2016_2017";"Vlieland";1,02432486911805;NA;115,1999969;0,735814175;NA;NA;NA;NA;NA;77;2;2;"M";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1195";"9032";626;98;3,599999905;-0,148221289678625;0,4630123696;-4,98531748567902;0,00679117148;0,110416667;266;2;"2016_2017";"Vlieland";1,02065131851582;0,601;118,5;0,735099449;NA;NA;NA;NA;6,3;77;3;1;"F";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1196";"9033";642;99;3,299999952;-0,2664046741588;0,4337899543;-5,01086515215798;0,00662100457;0,106944444;268;2;"2016_2017";"Vlieland";1,02432486911805;1,168;127,5999985;0,735814175;NA;NA;NA;NA;6,4;77;2;1;"F";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1197";"9034";632;98;3,099999905;-0,493733420979615;0,3790144643;-5,41881276884653;0,00441284629;0,103472222;283;2;"2016_2017";"Vlieland";1,02065131851582;1,53;126,4000015;0,735099449;NA;NA;NA;NA;6,2;77;3;1;"F";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1198";"9035";604;99;4,5;NA;NA;NA;NA;0,1;253;2;"2016_2017";"Vlieland";1,02432486911805;1,391;116,0999985;0,735814175;NA;NA;NA;NA;7,1;77;2;2;"M";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1199";"9036";655;102;4,800000191;-0,0640951603116291;0,4839816934;-5,33317877505125;0,00480549199;0,097222222;268;2;"2016_2017";"Vlieland";1,02065131851582;0,568;122,8000031;0,735099449;NA;NA;NA;NA;NA;77;3;1;"F";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1200";"9037";627;98;3,200000048;-0,364705323987096;0,4098210188;-4,76032422311816;0,00849013309;0,125;270;2;"2016_2017";"Vlieland";1,02065131851582;0,954;122,3000031;0,735099449;NA;NA;NA;NA;6,3;77;3;1;"F";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1201";"9038";574;99;4,199999809;-0,0407480544498418;0,4898143957;-4,74721784401572;0,008601177;0,159722222;265;2;"2016_2017";"Vlieland";1,02065131851582;0,583;111,5999985;0,735099449;NA;NA;NA;NA;6,5;77;3;2;"M";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1202";"9039";581;97;5;-0,11071624979669;0,4723491773;-5,04526673761731;0,00639853748;0,259027778;273;2;"2016_2017";"Vlieland";1,02432486911805;NA;114;0,735814175;NA;NA;NA;NA;NA;77;2;1;"F";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1203";"9040";563;99;4,599999905;-0,0501401474643808;0,4874675886;-4,69309384496245;0,00907519447;0,175;250;2;"2016_2017";"Vlieland";1,02432486911805;0,884;120;0,735814175;NA;NA;NA;NA;6,6;77;2;2;"M";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1204";"9041";561;100;4,699999809;-0,0732838088551063;0,4816872428;-5,26476058337302;0,00514403292;0,172916667;271;2;"2016_2017";"Vlieland";1,02065131851582;0,293;116,5;0,735099449;NA;NA;NA;NA;6,8;77;3;2;"M";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1205";"9042";614;97;3,200000048;-0,121277756765556;0,4697176685;-4,94646946278584;0,0070582878;0,170833333;276;2;"2016_2017";"Vlieland";1,02432486911805;0,502;124,4000015;0,735814175;NA;NA;NA;NA;7;77;2;1;"F";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1206";"9043";671;96;3,900000095;-0,23189288247439;0,4422851791;-4,85533917674335;0,00772652775;0,169444444;268;2;"2016_2017";"Vlieland";1,02432486911805;1,563;122,0999985;0,735814175;NA;NA;NA;NA;7,4;77;2;1;"F";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1207";"9044";657;100;4,599999905;-0,214914882468272;0,4464771323;-4,71277817425506;0,00889987639;0,166666667;264;2;"2016_2017";"Vlieland";1,02432486911805;0,392;122,1999969;0,735814175;NA;NA;NA;NA;6,3;77;2;1;"F";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1208";"9045";598;98;4,099999905;NA;NA;NA;NA;0,138194444;270;2;"2016_2017";"Vlieland";1,02065131851582;0,603;122,6999969;0,735099449;NA;NA;NA;NA;6,3;77;3;2;"M";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1209";"9046";623;99;3,5;-0,0320740189765493;0,4919821826;-4,8464342787668;0,00779510022;0,1625;272;2;"2016_2017";"Vlieland";1,02432486911805;1,136;120,0999985;0,735814175;NA;NA;NA;NA;7,4;77;2;1;"F";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1210";"9047";620;99;3;-0,150822889725932;0,4623655914;-5,1398625654463;0,00582437276;0,179861111;275;2;"2016_2017";"Vlieland";1,02065131851582;0,632;129,3000031;0,735099449;NA;NA;NA;NA;6,8;77;3;1;"F";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1211";"9048";610;100;3,900000095;-0,241302792989277;0,4399653229;-5,25358147234728;0,00520156047;0,158333333;267;2;"2016_2017";"Vlieland";1,02065131851582;0,508;121,9000015;0,735099449;NA;NA;NA;NA;5,1;77;3;2;"M";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1212";"9049";636;100;4,699999809;NA;NA;NA;NA;0,15625;269;2;"2016_2017";"Vlieland";1,02065131851582;0,392;125,3000031;0,735099449;NA;NA;NA;NA;5,6;77;3;1;"F";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1213";"9050";558;95;3,5;-0,328057039664693;0,4187134503;-5,09634240127102;0,00608187135;0,153472222;273;2;"2016_2017";"Vlieland";1,02432486911805;0,766;118,1999969;0,735814175;NA;NA;NA;NA;6,1;77;2;1;"F";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1214";"9051";630;100;3,200000048;NA;NA;NA;NA;0,15;252;2;"2016_2017";"Vlieland";1,02432486911805;1,31;117,9000015;0,735814175;NA;NA;NA;NA;7,3;77;2;2;"M";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1215";"9052";603;98;4,099999905;NA;NA;-5,04610968187309;0,00639318061;0,149305556;264;2;"2016_2017";"Vlieland";1,02065131851582;1,147;129,8000031;0,735099449;NA;NA;NA;NA;4,8;77;3;1;"F";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1216";"9053";613;99;4,699999809;-0,0644781909854248;0,4838860346;-4,88893835924531;0,00747314339;0,147222222;268;2;"2016_2017";"Vlieland";1,02432486911805;1,238;119,6999969;0,735814175;NA;NA;NA;NA;6,6;77;2;2;"M";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1217";"9054";606;98;3,900000095;-0,135431209659123;0,4661938534;-5,01111137165398;0,00661938534;0,165277778;266;2;"2016_2017";"Vlieland";1,02432486911805;0,741;127,4000015;0,735814175;NA;NA;NA;NA;8;77;2;1;"F";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1218";"9055";610;97;4,400000095;-0,2738832065283;0,431954023;-4,87380843363098;0,0075862069;0,261805556;262;2;"2016_2017";"Vlieland";1,02065131851582;NA;109,5;0,735099449;NA;NA;NA;NA;NA;77;3;2;"M";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1219";"9056";558;97;4,199999809;-0,206556527721839;0,4485436893;-5,00069356531116;0,00668824164;0,263888889;257;2;"2016_2017";"Vlieland";1,02065131851582;NA;116,4000015;0,735099449;NA;NA;NA;NA;NA;77;3;2;"M";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1220";"9057";572;102;3,400000095;0,0150767447825267;0,5037691148;-5,17940388405618;0,0055998277;0,265972222;265;2;"2016_2017";"Vlieland";1,02065131851582;NA;135,3999939;0,735099449;NA;NA;NA;NA;NA;77;3;1;"F";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1221";"9058";522;97;4,300000191;-0,057037633508985;0,4857444562;-5,19913431171351;0,00549102429;0,268055556;263;2;"2016_2017";"Vlieland";1,02065131851582;NA;120,4000015;0,735099449;NA;NA;NA;NA;NA;77;3;2;"M";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1222";"9059";542;96;4,699999809;-0,1200644565536;0,470019892;-4,54444420747277;0,01051435067;0,270138889;244;2;"2016_2017";"Vlieland";1,02432486911805;NA;115,5999985;0,735814175;NA;NA;NA;NA;NA;77;2;2;"M";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1223";"9060";593;98;4,300000191;-0,336764036953016;0,4165957447;-4,7834236502948;0,00829787234;0,271527778;264;2;"2016_2017";"Vlieland";1,02065131851582;NA;119,9000015;0,735099449;NA;NA;NA;NA;NA;77;3;2;"M";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1224";"9061";631;100;3,200000048;NA;NA;NA;NA;0,272222222;266;2;"2016_2017";"Vlieland";1,02065131851582;NA;127;0,735099449;NA;NA;NA;NA;NA;77;3;2;"M";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1225";"9062";645;102;4;-0,160022176724899;0,4600796066;-4,98549430478993;0,00678997893;0,275;278;2;"2016_2017";"Vlieland";1,02065131851582;NA;129,8000031;0,735099449;NA;NA;NA;NA;NA;77;3;1;"F";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1226";"9063";648;101;4;-0,209879969578629;0,4477217698;-5,01352001749408;0,00660356593;0,254861111;262;2;"2016_2017";"Vlieland";1,02065131851582;NA;123,6999969;0,735099449;NA;NA;NA;NA;NA;77;3;1;"F";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900333";"Vliehors, Kazerne-oost";"Vlieland";"17-1-2017";"2016_2017"
"1227";"9064";641;98;3,799999952;-0,0753340466904049;0,4811753903;-4,54005178697078;0,01056014692;0,097916667;257;2;"2016_2017";"Vlieland";1,02432486911805;NA;117,5;0,735814175;NA;NA;NA;NA;NA;78;2;2;"M";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900334";"Vliehors, Kazerne-oost";"Vlieland";"18-1-2017";"2016_2017"
"1228";"9065";663;105;3,400000095;-0,149017198505167;0,4628144871;-4,5189976176723;0,01078241637;0,122222222;268;2;"2016_2017";"Vlieland";1,02432486911805;NA;134;0,735814175;NA;NA;NA;NA;NA;78;2;1;"F";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900334";"Vliehors, Kazerne-oost";"Vlieland";"18-1-2017";"2016_2017"
"1229";"9066";635;95;5;-0,149256532392087;0,4627549851;-4,58658953943526;0,01008480403;0,111111111;253;2;"2016_2017";"Vlieland";1,02065131851582;NA;116,3000031;0,735099449;NA;NA;NA;NA;NA;78;3;2;"M";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900334";"Vliehors, Kazerne-oost";"Vlieland";"18-1-2017";"2016_2017"
"1230";"9067";679;98;4,199999809;-0,0461553404410829;0,4884632129;-4,92878961558829;0,00718328254;0,107638889;271;2;"2016_2017";"Vlieland";1,02065131851582;NA;121,5;0,735099449;NA;NA;NA;NA;NA;78;3;2;"M";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900334";"Vliehors, Kazerne-oost";"Vlieland";"18-1-2017";"2016_2017"
"1231";"9068";639;95;3,799999952;0,0371895056816755;0,509296305;-4,94615603045614;0,00706048482;0,101388889;273;2;"2016_2017";"Vlieland";1,02065131851582;NA;126,1999969;0,735099449;NA;NA;NA;NA;NA;78;3;1;"F";"Adult";3;71,7787998384328;53,24000168;4,949999809;"66900334";"Vliehors, Kazerne-oost";"Vlieland";"18-1-2017";"2016_2017"
"1232";"9069";590;96;4,400000095;0,0659985712137075;0,5164936563;-4,49214145567745;0,01107266436;0,095138889;253;2;"2016_2017";"Vlieland";1,02432486911805;NA;115,0999985;0,735814175;NA;NA;NA;NA;NA;78;2;2;"M";"Sub-Adult";3;71,7787998384328;53,24000168;4,949999809;"66900334";"Vliehors, Kazerne-oost";"Vlieland";"18-1-2017";"2016_2017"
