"";"BirdId";"Area";"MS";"TA";"BH";"LogitH";"LogitB";"HT";"HT2";"YP";"SY";"CL";"LogitSurvWS";"U_perVolBlood";"Cort";"Cho_perVolBlood";"DS";"AgeN";"SexN";"Sex";"Age";"SeenF";"Seen";"Area_Model";"Area1";"nHT";"nHT2";"nBH";"nDS"
"512";"10804";"Schor Wilhelminapolder, Zeeland";504;97;3,400000095;NA;NA;0,220138889;0,0484611304501543;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;8,943801805;NA;90;3;2;"M";"Adult";"0";0;"D";2;0,909176527869597;0,830392014812937;-0,90609147201267;1,00702872822001
"513";"10805";"Schor Wilhelminapolder, Zeeland";502;97;2,400000095;-0,127660836638787;-5,43865885031839;0,221527778;0,0490745564256173;2;"2017_2018";"Oosterschelde";2,43187440190775;1,08047566975302;8,732074523;13,8376708582404;90;3;1;"F";"Adult";"0";0;"D";2;0,929498628568729;0,857418843368458;-1,89489104550003;1,00702872822001
"514";"10806";"Schor Wilhelminapolder, Zeeland";554;101;2,700000048;-0,0902035966909995;-5,65453387195698;0,223611111;0,0500019289626543;2;"2017_2018";"Oosterschelde";2,43187440190775;0,734038655491115;9,534525446;15,6055462191024;90;3;1;"F";"Adult";"0";0;"D";2;0,959981772301471;0,898277788975844;-1,5982512199274;1,00702872822001
"516";"10808";"Schor Wilhelminapolder, Zeeland";548;97;4,199999809;-0,167108102037904;-5,39783944234512;0,225694444;0,0509379820524691;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;7,440689551;17,3128220506841;90;3;2;"M";"Adult";"0";0;"D";2;0,990464916034214;0,939519189551028;-0,115052096019458;1,00702872822001
"550";"10514";"Prunjepolder, Oosterschelde";506;95;4,5;NA;NA;0,165972222;0,0275467784756173;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;16,88520503;NA;79;3;1;"F";"Adult";"0";0;"D";1;0,116614659131093;-0,0910697878748929;0,181587964887469;-0,988380048067788
"551";"10500";"Prunjepolder, Oosterschelde";620;97;4,699999809;NA;NA;0,167361111;0,0280097414751543;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;15,83889808;NA;79;3;2;"M";"Adult";"0";0;"D";1;0,136936759830225;-0,0706721814536876;0,379347690724224;-0,988380048067788
"552";"10481";"Prunjepolder, Oosterschelde";546;94;5,800000191;NA;NA;0,170833333;0,0291840276638889;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;15,80822781;NA;79;3;1;"F";"Adult";"0";0;"D";1;0,1877420042621;-0,0189345101330477;1,46702759928176;-0,988380048067788
"553";"10507";"Prunjepolder, Oosterschelde";564;102;2,700000048;-0,158266250544721;-5,00689497392041;0,173611111;0,0301408178626543;2;"2017_2018";"Oosterschelde";2,43187440190775;0,525489021998623;NA;11,2604790428276;79;3;1;"F";"Adult";"1";1;"D";1;0,228386205660364;0,0232205431252048;-1,5982512199274;-0,988380048067788
"554";"10515";"Prunjepolder, Oosterschelde";449;95;4,599999905;-0,321136788879884;-5,09870431217834;0,175694444;0,0308685376524691;2;"2017_2018";"Oosterschelde";2,43187440190775;0,550970277089305;10,32751026;12,9024685141166;79;3;2;"M";"Adult";"1";1;"D";1;0,258869349393106;0,0552830230046087;0,280467828300246;-0,988380048067788
"555";"10505";"Prunjepolder, Oosterschelde";476;95;4,099999905;NA;NA;0,176388889;0,0311130401626543;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;14,02508504;NA;79;3;2;"M";"Adult";"1";1;"D";1;0,269030407058628;0,0660555166525704;-0,213931958443435;-0,988380048067788
"556";"10504";"Prunjepolder, Oosterschelde";550;98;4;-0,221713028772853;-5,19907842658871;0,177777778;0,0316049383506173;2;"2017_2018";"Oosterschelde";2,43187440190775;0,931398527931416;10,05126044;13,0977917990355;79;3;1;"F";"Adult";"1";1;"D";1;0,28935250775776;0,0877279735171711;-0,312811821856212;-0,988380048067788
"557";"10503";"Prunjepolder, Oosterschelde";471;95;5;-0,0978775755075991;-5,14289394657424;0,178472222;0,0318523340256173;2;"2017_2018";"Oosterschelde";2,43187440190775;0,873433117189712;7,180233044;14,8464348837986;79;3;2;"M";"Adult";"0";0;"D";1;0,29951355079137;0,0986279366114244;0,67598775163115;-0,988380048067788
"558";"10502";"Prunjepolder, Oosterschelde";502;92;2,5;-0,202064035578893;-5,0109130325669;0,179861111;0,0323500192501543;2;"2017_2018";"Oosterschelde";2,43187440190775;1,73801369860148;13,8609023;15,4490106542354;79;3;2;"M";"Adult";"1";1;"D";1;0,319835651490502;0,120555363515749;-1,79601118208726;-0,988380048067788
"559";"10501";"Prunjepolder, Oosterschelde";489;97;3,200000048;-0,162548445009859;-4,94739507572587;0,18125;0,0328515625;2;"2017_2018";"Oosterschelde";2,43187440190775;0,828497203853437;11,77857035;12,1837824096094;79;3;1;"F";"Adult";"0";0;"D";1;0,340157752189634;0,142652770487354;-1,10385143318372;-0,988380048067788
"560";"10523";"Prunjepolder, Oosterschelde";582;100;5;-0,216362161601527;-5,13327424489621;0,183333333;0,0336111109888889;2;"2017_2018";"Oosterschelde";2,43187440190775;0,70618135504731;8,014431309;13,5032093729977;79;3;1;"F";"Adult";"1";1;"D";1;0,370640895922376;0,176117585493455;0,67598775163115;-0,988380048067788
"563";"10530";"Prunjepolder, Oosterschelde";481;98;3;-0,241562617585312;-4,68319903333145;0,1875;0,03515625;2;"2017_2018";"Oosterschelde";2,43187440190775;0,749635956495792;7,516924183;11,4351247601053;79;3;1;"F";"Adult";"0";0;"D";1;0,431607198019773;0,244194596931112;-1,30161139534357;-0,988380048067788
"564";"10529";"Prunjepolder, Oosterschelde";629;97;5,699999809;NA;NA;0,190972222;0,0364703895756173;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;9,770510627;NA;79;3;2;"M";"Adult";"1";1;"D";1;0,482412442451647;0,302094044344352;1,36814726421159;-0,988380048067788
"565";"10489";"Prunjepolder, Oosterschelde";466;96;5,099999905;-0,417983326323353;-4,8851302116895;0,193055556;0,0372704477024691;2;"2017_2018";"Oosterschelde";2,43187440190775;0,863141472924647;10,27938022;13,26618217141;79;3;2;"M";"Adult";"0";0;"D";1;0,512895600816301;0,337343666456551;0,774867615043927;-0,988380048067788
"566";"10488";"Prunjepolder, Oosterschelde";527;96;4,900000095;NA;NA;0,19375;0,0375390625;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;9,877270712;NA;79;3;2;"M";"Adult";"0";0;"D";1;0,523056643849911;0,349178519186523;0,577107888218374;-0,988380048067788
"567";"10487";"Prunjepolder, Oosterschelde";565;93;4,699999809;-0,174180958339519;-5,03469143655752;0,195833333;0,0383506943138889;2;"2017_2018";"Oosterschelde";2,43187440190775;1,35017015716624;8,182190354;14,7121989539493;79;3;2;"M";"Adult";"0";0;"D";1;0,553539787582653;0,384938064366569;0,379347690724224;-0,988380048067788
"568";"10486";"Prunjepolder, Oosterschelde";544;97;5;-0,265991436302338;-5,05276552356687;0,196527778;0,0386231675256173;2;"2017_2018";"Oosterschelde";2,43187440190775;0,978995358491073;8,036324177;13,577307891482;79;3;2;"M";"Adult";"1";1;"D";1;0,563700845248175;0,396942914297806;0,67598775163115;-0,988380048067788
"569";"10485";"Prunjepolder, Oosterschelde";540;102;6;NA;NA;0,197222222;0,0388966048506173;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;7,243467434;NA;79;3;2;"M";"Adult";"0";0;"D";1;0,573861888281786;0,408990241928296;1,66478732511851;-0,988380048067788
"570";"10443";"Prunjepolder, Oosterschelde";520;98;5;-0,213706900726257;-4,98578357739177;0,236805556;0,0560768713524691;2;"2017_2018";"Oosterschelde";2,43187440190775;0,64417391302838;8,322898065;11,8952569167172;79;3;1;"F";"Adult";"1";1;"D";1;1,15304172162727;1,16593262105282;0,67598775163115;-0,988380048067788
"571";"10538";"Prunjepolder, Oosterschelde";530;95;3,5;-0,314206336066394;-5,33030041207451;0,240277778;0,0577334106006173;2;"2017_2018";"Oosterschelde";2,43187440190775;0,546159775741808;11,10409414;13,0868955848676;79;3;1;"F";"Adult";"0";0;"D";1;1,20384696605914;1,2389177961938;-0,807211608599893;-0,988380048067788
"573";"10536";"Prunjepolder, Oosterschelde";551;93;4,800000191;NA;NA;0,242361111;0,0587389081251543;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;6,959483379;NA;79;3;2;"M";"Adult";"1";1;"D";1;1,23433010979189;1,28321883706211;0,478228025794396;-0,988380048067788
"574";"10535";"Prunjepolder, Oosterschelde";600;101;5,099999905;-0,384381433214846;-4,88658264598043;0,244444444;0,0597530862024691;2;"2017_2018";"Oosterschelde";2,43187440190775;0,27747572337021;7,012873559;11,4054438440516;79;3;1;"F";"Adult";"1";1;"D";1;1,26481325352463;1,32790233289821;0,774867615043927;-0,988380048067788
"575";"10534";"Prunjepolder, Oosterschelde";540;98;4,199999809;-0,295124114359935;-5,07054354685754;0,253472222;0,0642481673256173;2;"2017_2018";"Oosterschelde";2,43187440190775;0,60316363641507;10,38266276;11,6400000009926;79;3;2;"M";"Adult";"0";0;"D";1;1,39690690075303;1,52595033170816;-0,115052096019458;-0,988380048067788
"576";"10556";"Prunjepolder, Oosterschelde";519;98;4,199999809;-0,373716409801497;-5,00511282683738;0,254861111;0,0649541859001543;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;9,312332026;13,658922392456;79;3;1;"F";"Adult";"0";0;"D";1;1,41722900145216;1,55705668151121;-0,115052096019458;-0,988380048067788
"577";"10558";"Prunjepolder, Oosterschelde";518;95;4,5;-0,249791198690601;-4,97587130211177;0,25625;0,0656640625;2;"2017_2018";"Oosterschelde";2,43187440190775;0,291750000004822;7,364388091;14,0472222224544;79;3;2;"M";"Adult";"0";0;"D";1;1,4375511021513;1,58833301138154;0,181587964887469;-0,988380048067788
"578";"10541";"Prunjepolder, Oosterschelde";548;101;2,200000048;NA;NA;0,258333333;0,0667361109388889;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;5,962023558;NA;79;3;1;"F";"Adult";"0";0;"D";1;1,46803424588404;1,63556620743131;-2,09265100667108;-0,988380048067788
"579";"10563";"Prunjepolder, Oosterschelde";605;96;5,699999809;NA;NA;0,259722222;0,0674556326006173;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;9,200356284;NA;79;3;2;"M";"Adult";"1";1;"D";1;1,48835634658317;1,66726748740863;1,36814726421159;-0,988380048067788
"580";"10562";"Prunjepolder, Oosterschelde";509;97;3,799999952;-0,245068912039443;-5,03125458205641;0,261111111;0,0681790122876543;2;"2017_2018";"Oosterschelde";2,43187440190775;0,272330082872354;7,825986223;13,8870307160075;79;3;2;"M";"Adult";"1";1;"D";1;1,5086784472823;1,69913874745324;-0,510571784016064;-0,988380048067788
"581";"10561";"Prunjepolder, Oosterschelde";568;97;4,5;NA;NA;0,2625;0,06890625;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;8,683902597;NA;79;3;2;"M";"Adult";"0";0;"D";1;1,52900054798143;1,73117998756513;0,181587964887469;-0,988380048067788
"582";"10560";"Prunjepolder, Oosterschelde";502;97;5,099999905;-0,282456717607753;-5,13018044554694;0,263888889;0,0696373457376543;2;"2017_2018";"Oosterschelde";2,43187440190775;0,533434739459251;NA;14,0004466502594;79;3;1;"F";"Adult";"0";0;"D";1;1,54932264868057;1,76339120774429;0,774867615043927;-0,988380048067788
"583";"10559";"Prunjepolder, Oosterschelde";448;96;4,5;NA;NA;0,265277778;0,0703722995006173;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;9,730905953;NA;79;3;2;"M";"Adult";"0";0;"D";1;1,5696447493797;1,79577240799073;0,181587964887469;-0,988380048067788
"584";"10549";"Prunjepolder, Oosterschelde";485;97;4,199999809;NA;NA;0,26875;0,0722265625;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;5,818623274;NA;79;3;2;"M";"Adult";"0";0;"D";1;1,62044999381157;1,87746905956037;-0,115052096019458;-0,988380048067788
"585";"10483";"Prunjepolder, Oosterschelde";464;96;5,199999809;-0,0705384666965566;-5,23167136229626;0,26875;0,0722265625;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;3,440082936;NA;79;3;2;"M";"Adult";"0";0;"D";1;1,62044999381157;1,87746905956037;0,873747477467905;-0,988380048067788
"586";"10491";"Prunjepolder, Oosterschelde";577;95;4,599999905;-0,270060471213613;-5,07517381591808;0,270833333;0,0733506942638889;2;"2017_2018";"Oosterschelde";2,43187440190775;0,294171882506279;7,586388818;13,3714492048308;79;3;2;"M";"Adult";"0";0;"D";1;1,65093313754432;1,92699698578409;0,280467828300246;-0,988380048067788
"587";"10499";"Prunjepolder, Oosterschelde";529;101;4,099999905;-0,259009816879658;-5,0726137223916;0,271527778;0,0737273342256173;2;"2017_2018";"Oosterschelde";2,43187440190775;0,759630831580695;10,26837493;14,3326571996357;79;3;1;"F";"Adult";"0";0;"D";1;1,66109419520984;1,9435913004691;-0,213931958443435;-0,988380048067788
"628";"10811";"Schor Wilhelminapolder, Zeeland";503;97;2,099999905;-0,278504457908723;-5,26421295444462;0,06875;0,0047265625;2;"2017_2018";"Oosterschelde";2,43187440190775;0,306719806740274;4,704196416;10,6376811586222;90;3;1;"F";"Adult";"0";0;"D";2;-1,30593227275286;-1,09650172170766;-2,19153110541816;1,00702872822001
"629";"10823";"Schor Wilhelminapolder, Zeeland";524;96;4,5;-0,0989818334475042;-5,14412282606744;0,070138889;0,00491946375015432;2;"2017_2018";"Oosterschelde";2,43187440190775;0,595461176499871;8,71282063;19,6560000009666;90;3;2;"M";"Adult";"0";0;"D";2;-1,28561017205373;-1,08800271901686;0,181587964887469;1,00702872822001
"630";"10832";"Schor Wilhelminapolder, Zeeland";525;102;4,5;-0,4532180744459;-5,23976091693094;0,072222222;0,00521604935061728;2;"2017_2018";"Oosterschelde";2,43187440190775;0,52133985863143;7,13813604;9,89885807528031;90;3;2;"M";"Adult";"0";0;"D";2;-1,25512702832098;-1,07493550553654;0,181587964887469;1,00702872822001
"631";"10820";"Schor Wilhelminapolder, Zeeland";553;94;3,700000048;-0,209206995584344;-5,00119695294902;0,072916667;0,00531684032638889;2;"2017_2018";"Oosterschelde";2,43187440190775;0,493191643470527;NA;10,0838440114792;90;3;2;"M";"Adult";"1";1;"D";2;-1,24496597065546;-1,07049477343342;-0,609451646440041;1,00702872822001
"632";"10819";"Schor Wilhelminapolder, Zeeland";518;101;2,700000048;-0,28636838170296;-5,20303659803095;0,075694444;0,00572964885246914;2;"2017_2018";"Oosterschelde";2,43187440190775;0,355351535840616;6,115157367;8,6627986349205;90;3;1;"F";"Adult";"1";1;"D";2;-1,20432178388911;-1,05230691425089;-1,5982512199274;1,00702872822001
"633";"10818";"Schor Wilhelminapolder, Zeeland";519;90;3,599999905;-0,191675318775851;-5,19203049549378;0,077083333;0,00594184022638889;2;"2017_2018";"Oosterschelde";2,43187440190775;0,621492917793186;13,36271276;12,5405099139278;90;3;1;"F";"Adult";"0";0;"D";2;-1,18399968318998;-1,04295801134608;-0,708331745187117;1,00702872822001
"634";"10817";"Schor Wilhelminapolder, Zeeland";502;96;3,5;-0,0775487578660068;-4,95214607134937;0,078472222;0,00615788962561728;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;11,46929705;NA;90;3;1;"F";"Adult";"0";0;"D";2;-1,16367758249085;-1,033439128374;-0,807211608599893;1,00702872822001
"636";"10815";"Schor Wilhelminapolder, Zeeland";507;98;4,5;NA;NA;0,083333333;0,00694444438888889;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;12,33007405;NA;90;3;2;"M";"Adult";"0";0;"D";2;-1,09255023735984;-0,998784448613451;0,181587964887469;1,00702872822001
"637";"10814";"Schor Wilhelminapolder, Zeeland";506;99;4,300000191;-0,0953681188269953;-5,45684620381569;0,084722222;0,00717785490061728;2;"2017_2018";"Oosterschelde";2,43187440190775;0,588942757030657;8,681355207;12,8951518696255;90;3;2;"M";"Adult";"0";0;"D";2;-1,07222813666071;-0,988500655399805;-0,016171760949285;1,00702872822001
"638";"10813";"Schor Wilhelminapolder, Zeeland";548;99;3,299999952;NA;NA;0,084722222;0,00717785490061728;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;6,174006243;NA;90;3;1;"F";"Adult";"1";1;"D";2;-1,07222813666071;-0,988500655399805;-1,00497157075975;1,00702872822001
"639";"10812";"Schor Wilhelminapolder, Zeeland";528;91;2,200000048;-0,169787820755623;-5,94738203537748;0,086111111;0,00741512343765432;2;"2017_2018";"Oosterschelde";2,43187440190775;0,818913699412519;2,176028184;11,116475557636;90;3;1;"F";"Adult";"0";0;"D";2;-1,05190603596158;-0,978046882118881;-2,09265100667108;1,00702872822001
"640";"10821";"Schor Wilhelminapolder, Zeeland";544;97;4,599999905;-0,405215388926323;-5,01517044883795;0,086805556;0,00753520455246914;2;"2017_2018";"Oosterschelde";2,43187440190775;0,960651515200499;NA;10,1121212126368;90;3;2;"M";"Adult";"0";0;"D";2;-1,04174497829605;-0,972756249128639;0,280467828300246;1,00702872822001
"641";"10835";"Schor Wilhelminapolder, Zeeland";530;99;3,900000095;0;-4,97861285316537;0,088194444;0,00777825995246914;2;"2017_2018";"Oosterschelde";2,43187440190775;0,444071833650609;9,616722325;22,7105229994832;90;3;2;"M";"Adult";"0";0;"D";2;-1,02142289222883;-0,962047513457092;-0,411691685268988;1,00702872822001
"642";"10845";"Schor Wilhelminapolder, Zeeland";529;95;4,800000191;-0,268813588012191;-5,5053315349283;0,089583333;0,00802517355138889;2;"2017_2018";"Oosterschelde";2,43187440190775;0,737446043214277;7,644085174;11,9057553964715;90;3;2;"M";"Adult";"1";1;"D";2;-1,0011007915297;-0,951168790069165;0,478228025794396;1,00702872822001
"643";"10847";"Schor Wilhelminapolder, Zeeland";544;99;3;NA;NA;0,091666667;0,00840277783888889;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;9,022147784;NA;90;3;1;"F";"Adult";"1";1;"D";2;-0,970617633165047;-0,934531988322402;-1,30161139534357;1,00702872822001
"644";"10844";"Schor Wilhelminapolder, Zeeland";558;96;4,5;-0,320324250306438;-5,33175214222028;0,09375;0,0087890625;2;"2017_2018";"Oosterschelde";2,43187440190775;0,442053601324084;8,728003252;11,8345058622196;90;3;2;"M";"Adult";"0";0;"D";2;-0,940134489432304;-0,917512739501713;0,181587964887469;1,00702872822001
"645";"10849";"Schor Wilhelminapolder, Zeeland";489;98;4,900000095;-0,0741079720795462;-5,54322240902133;0,119444444;0,0142669752024691;2;"2017_2018";"Oosterschelde";2,43187440190775;1,17562500004783;7,395458157;12,4363636368696;90;3;2;"M";"Adult";"0";0;"D";2;-0,56417566307814;-0,676162334768673;0,577107888218374;1,00702872822001
"646";"10850";"Schor Wilhelminapolder, Zeeland";488;93;4,599999905;-0,135769921116068;-5,18458860134037;0,120138889;0,0144333526501543;2;"2017_2018";"Oosterschelde";2,43187440190775;0,458056239012984;8,809111628;11,9246045693463;90;3;2;"M";"Adult";"1";1;"D";2;-0,554014605412619;-0,668831939686041;0,280467828300246;1,00702872822001
"647";"10852";"Schor Wilhelminapolder, Zeeland";562;93;2,5;NA;NA;0,121527778;0,0147690008256173;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;8,373234532;NA;90;3;1;"F";"Adult";"1";1;"D";2;-0,533692504713487;-0,654043674995481;-1,79601118208726;1,00702872822001
"648";"10853";"Schor Wilhelminapolder, Zeeland";612;100;4,599999905;NA;NA;0,122916667;0,0151085070263889;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;5,311624228;NA;90;3;2;"M";"Adult";"0";0;"D";2;-0,513370404014355;-0,639085430237643;0,280467828300246;1,00702872822001
"672";"10800";"Schor Wilhelminapolder, Zeeland";465;95;3,299999952;-0,0617324435846985;-4,87773862102615;0,039583333;0,00156684025138889;2;"2017_2018";"Oosterschelde";2,43187440190775;1,4255573465141;11,25991001;11,4202107869914;90;3;2;"M";"Adult";"0";0;"D";2;-1,73269635817081;-1,23571537569717;-1,00497157075975;1,00702872822001
"673";"10778";"Schor Wilhelminapolder, Zeeland";548;94;4,400000095;-0,449122253083726;-5,1793226603328;0,042361111;0,00179446372515432;2;"2017_2018";"Oosterschelde";2,43187440190775;2,57262268527908;8,142417796;6,94409722247567;90;3;2;"M";"Adult";"0";0;"D";2;-1,69205215677254;-1,22568655258444;0,0827081014746927;1,00702872822001
"674";"10779";"Schor Wilhelminapolder, Zeeland";594;96;5,099999905;-0,105876844644876;-5,09098564722683;0,043055556;0,00185378090246914;2;"2017_2018";"Oosterschelde";2,43187440190775;0,812945358368503;8,697814906;16,7201527607706;90;3;1;"F";"Adult";"1";1;"D";2;-1,68189109910702;-1,22307310736723;0,774867615043927;1,00702872822001
"675";"10780";"Schor Wilhelminapolder, Zeeland";513;97;5,300000191;-0,149531733826878;-4,70652268031565;0,044444444;0,00197530860246914;2;"2017_2018";"Oosterschelde";2,43187440190775;0,495875706247748;NA;10,9774011306753;90;3;2;"M";"Adult";"0";0;"D";2;-1,6615690130398;-1,21771873953146;0,972627812538077;1,00702872822001
"676";"10781";"Schor Wilhelminapolder, Zeeland";593;98;4,699999809;-0,094297581897953;-4,97453697406795;0,045138889;0,00203751930015432;2;"2017_2018";"Oosterschelde";2,43187440190775;1,16316727047897;9,391147141;11,0317028980534;90;3;2;"M";"Adult";"1";1;"D";2;-1,65140795537428;-1,2149778092026;0,379347690724224;1,00702872822001
"677";"10782";"Schor Wilhelminapolder, Zeeland";534;96;2,5;-0,156483749878166;-4,84085021094512;0,046527778;0,00216483412561728;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;7,888804716;NA;90;3;1;"F";"Adult";"1";1;"D";2;-1,63108585467515;-1,20936846741076;-1,79601118208726;1,00702872822001
"678";"10783";"Schor Wilhelminapolder, Zeeland";510;94;2,5;-0,170676912245412;-5,16237705891251;0,047916667;0,00229600697638889;2;"2017_2018";"Oosterschelde";2,43187440190775;0,778586264724955;7,985154053;10,6170854280676;90;3;1;"F";"Adult";"0";0;"D";2;-1,61076375397602;-1,20358914555165;-1,79601118208726;1,00702872822001
"679";"10785";"Schor Wilhelminapolder, Zeeland";605;98;5,300000191;NA;NA;0,048611111;0,00236304011265432;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;10,45067735;NA;90;3;2;"M";"Adult";"1";1;"D";2;-1,60060271094241;-1,20063574423861;0,972627812538077;1,00702872822001
"681";"10787";"Schor Wilhelminapolder, Zeeland";522;98;4,300000191;NA;NA;0,050694444;0,00256992665246914;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;7,729604031;NA;90;3;2;"M";"Adult";"0";0;"D";2;-1,57011956720966;-1,19152056609865;-0,016171760949285;1,00702872822001
"682";"10788";"Schor Wilhelminapolder, Zeeland";552;101;3,099999905;-0,27781954751675;-4,58586743421875;0,052083333;0,00271267357638889;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;10,5903725;NA;90;3;1;"F";"Adult";"1";1;"D";2;-1,54979746651053;-1,18523130416009;-1,2027315319308;1,00702872822001
"684";"10790";"Schor Wilhelminapolder, Zeeland";503;96;1,899999976;-0,311704115489158;-4,89245217836332;0,054861111;0,00300974150015432;2;"2017_2018";"Oosterschelde";2,43187440190775;0,761598536266183;NA;9,30062728619993;90;3;1;"F";"Adult";"1";1;"D";2;-1,50915326511227;-1,17214284008112;-2,38929094991086;1,00702872822001
"685";"10791";"Schor Wilhelminapolder, Zeeland";531;98;4;-0,203104971094576;-5,10594547315609;0,05625;0,0031640625;2;"2017_2018";"Oosterschelde";2,43187440190775;0,403982300916863;12,12115979;10,8340707973159;90;3;2;"M";"Adult";"0";0;"D";2;-1,48883116441314;-1,16534363794072;-0,312811821856212;1,00702872822001
"686";"10792";"Schor Wilhelminapolder, Zeeland";464;95;4,699999809;-0,225544209364657;-5,12764201434154;0,057638889;0,00332224152515432;2;"2017_2018";"Oosterschelde";2,43187440190775;0,596089795951937;13,21116585;10,5406122454916;90;3;2;"M";"Adult";"1";1;"D";2;-1,468509063714;-1,15837445573304;0,379347690724224;1,00702872822001
"687";"10831";"Schor Wilhelminapolder, Zeeland";524;97;4,400000095;-0,147568800273653;-4,82831373685878;0,059722222;0,00356674380061728;2;"2017_2018";"Oosterschelde";2,43187440190775;0,457563025235077;12,75636256;14,9369747907319;90;3;2;"M";"Adult";"0";0;"D";2;-1,43802591998126;-1,14760197242666;0,0827081014746927;1,00702872822001
"688";"10830";"Schor Wilhelminapolder, Zeeland";497;97;4,900000095;-0,322698912821736;-4,96132325436208;0,060416667;0,00365017365138889;2;"2017_2018";"Oosterschelde";2,43187440190775;0,62998786276343;7,416306757;10,4707124005002;90;3;2;"M";"Adult";"0";0;"D";2;-1,42786486231574;-1,14392615111584;0,577107888218374;1,00702872822001
"689";"10829";"Schor Wilhelminapolder, Zeeland";538;98;3,599999905;-0,223411971678511;-5,27931441936507;0,061805556;0,00381992675246914;2;"2017_2018";"Oosterschelde";2,43187440190775;0,512213434449367;4,706135908;11,9879739977511;90;3;2;"M";"Adult";"0";0;"D";2;-1,40754276161661;-1,13644702870632;-0,708331745187117;1,00702872822001
"691";"10827";"Schor Wilhelminapolder, Zeeland";529;98;3,700000048;-0,383258422035857;-5,17257510782985;0,063888889;0,00408179013765432;2;"2017_2018";"Oosterschelde";2,43187440190775;0,529692695226114;9,943599787;8,31889168784602;90;3;1;"F";"Adult";"1";1;"D";2;-1,37705961788386;-1,12490963528077;-0,609451646440041;1,00702872822001
"692";"10826";"Schor Wilhelminapolder, Zeeland";512;92;3,900000095;-0,106710954653061;-5,20064328399368;0,065972222;0,00435233407561728;2;"2017_2018";"Oosterschelde";2,43187440190775;0,556440677992376;8,592550903;11,5125657515664;90;3;1;"F";"Adult";"1";1;"D";2;-1,34657647415112;-1,11298978688743;-0,411691685268988;1,00702872822001
"693";"10825";"Schor Wilhelminapolder, Zeeland";513;98;4,199999809;-0,171321333822062;-5,31351381303363;0,067361111;0,00453751927515432;2;"2017_2018";"Oosterschelde";2,43187440190775;0,306791002251226;7,199938678;8,9248291563993;90;3;2;"M";"Adult";"0";0;"D";2;-1,32625437345199;-1,10483074433118;-0,115052096019458;1,00702872822001
"694";"10834";"Schor Wilhelminapolder, Zeeland";507;91;2,5;-0,120720559073777;-5,09986642792481;0,068055556;0,00463155870246914;2;"2017_2018";"Oosterschelde";2,43187440190775;0,24614424831179;8,056960485;8,01399878224434;90;3;1;"F";"Adult";"0";0;"D";2;-1,31609331578647;-1,10068747752938;-1,79601118208726;1,00702872822001
"761";"10527";"Prunjepolder, Oosterschelde";502;101;4,099999905;-0,38701640256206;-5,07747379944325;0,225;0,050625;2;"2017_2018";"Oosterschelde";2,43187440190775;0,912843386830261;12,99697488;9,16236856669779;79;3;1;"F";"Adult";"0";0;"D";1;0,980303873000604;0,925729567638369;-0,213931958443435;-0,988380048067788
"764";"10521";"Prunjepolder, Oosterschelde";511;96;3,099999905;-0,329166268057672;-5,08840116357423;0,151388889;0,0229185957126543;2;"2017_2018";"Oosterschelde";2,43187440190775;1,42329226494343;10,6743812;11,8173228346951;79;3;2;"M";"Adult";"0";0;"D";1;-0,0967673762619263;-0,294982088725563;-1,2027315319308;-0,988380048067788
"765";"10532";"Prunjepolder, Oosterschelde";569;99;4,599999905;NA;NA;0,148611111;0,0220852623126543;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;12,52607035;NA;79;3;1;"F";"Adult";"1";1;"D";1;-0,13741157766019;-0,331697780320448;0,280467828300246;-0,988380048067788
